Publicatiedatum;Bronsoort;Url;Geplaatst door (optioneel);WhatsApp nummer (optioneel);Bericht;Tags;Sentiment;Voltooid op (optioneel);Gereageerd op (optioneel);Afhandeltijd (optioneel);Binnen service level (optioneel);Caseowner (optioneel);Reactie(s) (optioneel);PR waarde
08-01-2019 16:02:21;twitter;https://twitter.com/abppensioen/status/1082653741877215233/;abppensioen;;@TaalLingua Hoi Emmy, dat zijn goede vragen. Sommige mensen gaan er door de wijzigingen netto op vooruit. Echter, het belastingpercentage in de eerste schijf en de ZVW-bijdrage zijn verhoogd. Dit kan leiden tot netto minder pensioen. De bruto pensioenen zijn niet verlaagd. ^Koen ;;neutraal;;;;;;;49
08-01-2019 15:54:54;facebook;https://facebook.com/2046690372044451/?comment_id=2054436387936516;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Ik ben het met je eens dat daar stappen in te zetten zijn. Natuurlijk laten we dierenleed niet zomaar toe. Als we zien dat een bedrijf zich daar schuldig aan maakt gaan we actief het gesprek aan. Om zo verandering te bewerkstelligen. Bij het beoordelen van een belegging kijken we ook naar indicatoren die betrekken hebben op het welzijn van dieren. Groet, Koen ;;neutraal;;;;;;;15
08-01-2019 15:53:52;facebook;https://facebook.com/2046690372044451/?comment_id=2054435334603288;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Ik ben het met je eens dat daar stappen in te zetten zijn. Natuurlijk laten we dierenleed niet zomaar toe. Als we zien dat een bedrijf zich daar schuldig aan maakt gaan we actief het gesprek aan. Om zo verandering te bewerkstelligen. Bij het beoordelen van een belegging kijken we ook naar indicatoren die betrekken hebben op het welzijn van dieren. Groet, Judith. ;;neutraal;;;;;;;15
08-01-2019 15:52:56;twitter;https://twitter.com/abppensioen/status/1082651372833640462/;abppensioen;;Direct message (erikh13): Je hebt onlangs contact met ons gehad via Twitter. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6ImVyaWtoMTMiLCJ2YXIzIjoiMzQ0NTciLCJ2YXI0IjoiMTY0ODM0OTIiLCJ1dmFyMSI6IlR3aXR0ZXIiLCJ1dmFyMiI6IjUwNDk1IiwidXZhcjMiOiIxMDgwOTQ2MDY3NzcwOTE2ODY5IiwiZGxhYmVsIjoiYXBnIiwiZGxvZ291cmwiOiJodHRwczovL2hvcml6b24ub2JpNHdhbi5jb20vaW1hZ2VzL2FwZy1sb2dvLnBuZyIsImRiYWNrdXJsIjoiIiwiZHJlZHVybCI6IiIsImRjb2xvciI6IjI1NTZhMSJ9 ;;neutraal;;;;;;;0
08-01-2019 15:45:20;twitter;https://twitter.com/abppensioen/status/1082649459199225861/;abppensioen;;@paulrbm Hi Paul, ik heb zojuist ook onder je andere bericht gereageerd. Rot dat je niet in MijnABP komt. Er is geen storing bekend. Wil je het nog eens proberen? Mocht je er niet inkomen, stuur me dan een privé bericht. Ik zoek graag met je naar de oplossing :) ^Koen ;;neutraal;;;;;;;58
08-01-2019 15:42:40;twitter;https://twitter.com/abppensioen/status/1082648787116527616/;abppensioen;;@paulrbm Hoi Paul, wat rot dat je niet in MijnABP komt. :( Er is geen storing bekend. Wil je het nog eens proberen? Mocht het niet lukken, stuur mij dan een privé bericht. Dan kijk ik graag met je verder! ^Koen ;;neutraal;;;;;;;46
08-01-2019 15:39:15;facebook;https://www.facebook.com/abppensioenfonds/inbox/2044998202213668/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Wilma,  Lukt het met het formulier? :) We hebben een ingevuld exemplaar nodig. Anders kunnen we je pensioen niet uitbetalen. Laat het me weten als ik je ergens mee kan helpen.  Have you filled in the form Bewijs van in leven zijn ? We really need a filled in copy. Otherwise we can t pay your pension. Please let me know if I can help you with anything.  Vriendelijke groet/kind regards, Iris ;;neutraal;;;;;;;0
08-01-2019 15:28:02;facebook;https://facebook.com/2053995084647313/?comment_id=2054406127939542;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Hans, zoals je weet: wanneer de beleidsdekkingsgraad daarvoor voldoende is (minimaal 110%). Groet, Koen ;;neutraal;;;;;;;10
08-01-2019 15:17:17;facebook;https://facebook.com/2054175597962595/?comment_id=2054393621274126;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Hannie, dat is een goed idee! Stel dat we dit bedrag tonen op MijnABP: wat zou volgens jou een goede plek zijn om dit bedrag te zien? In de tussentijd kan ik dit bedrag mogelijk voor je nakijken. Wil je dat ik dit voor je nakijk? Stuur me dan even een persoonlijk bericht met je gegevens. Dan help ik je daar graag verder. :) Groet, Koen ;;neutraal;;;;;;;16
08-01-2019 14:59:05;facebook;https://www.facebook.com/abppensioenfonds/inbox/2047788468601308/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6Ik1hcnRpbiBLYW1lcmJlZWsiLCJ2YXIzIjoiMzQ0NTciLCJ2YXI0IjoiMTY0ODEwMjciLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF81ODc5MTM1MjQ5ODQxMjMiLCJkbGFiZWwiOiJhcGciLCJkbG9nb3VybCI6Imh0dHBzOi8vaG9yaXpvbi5vYmk0d2FuLmNvbS9pbWFnZXMvYXBnLWxvZ28ucG5nIiwiZGJhY2t1cmwiOiIiLCJkcmVkdXJsIjoiIiwiZGNvbG9yIjoiMjU1NmExIn0= ;;neutraal;;;;;;;0
08-01-2019 14:58:16;facebook;https://www.facebook.com/abppensioenfonds/inbox/2054373141276174/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Jo, Bedankt voor je bericht. Wil je, als je dat niet eerder al gedaan hebt, je klantnummer en geboortedatum meesturen bij een persoonlijke vraag? Dan kunnen we sneller aan de slag voor je. ;;neutraal;;;;;;;0
08-01-2019 14:37:45;facebook;https://www.facebook.com/abppensioenfonds/inbox/1467492883297539/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Stephan, Bedankt voor je bericht. Wil je, als je dat niet eerder al gedaan hebt, je klantnummer en geboortedatum meesturen bij een persoonlijke vraag? Dan kunnen we sneller aan de slag voor je. ;;neutraal;;;;;;;0
08-01-2019 14:26:52;facebook;https://facebook.com/2053995084647313/?comment_id=2054335434613278;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Het blijft natuurlijk mensenwerk, Roberto. Als we onze regels tot op de letter zouden naleven, blijven er soms nog maar weinig posts over. :) En dat willen we helemaal niet. Kritiek en een andere mening hebben, zijn voor ons zeker geen redenen om posts te verbergen. Maar schelden en spammen van berichten vinden we te ver gaan. Wat betreft de consequenties snap ik goed wat je bedoelt. Alleen hebben wij minder inspraak in de discussie over een nieuw/verbeterd pensioenstelsel dan menigeen denkt. We zouden heel graag een sterkere stem willen hebben om mee te praten over structurele oplossingen. Groet, Koen ;;negatief;;;;;;;24
08-01-2019 14:22:18;facebook;https://facebook.com/2046663528713802/?comment_id=2054330067947148;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hi Ger, bruto verandert er niets, maar fiscaal gezien verandert het netto bedrag in 2019. Een aantal wijzigingen van de Belastingdienst kan van invloed zijn op het netto bedrag van je pensioen. Een van de wijzigingen is de verhoging van de inkomensafhankelijke bijdrage ZVW. Een andere wijziging is de verhoging van het percentage van de eerste belastingschijf. Daardoor wordt je pensioen netto iets lager. Groet, Judith ;;neutraal;;;;;;;16
08-01-2019 14:11:39;facebook;https://facebook.com/2053995084647313/?comment_id=2054317241281764;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hi Jo. Je kunt hier op Facebook een foto uploaden van je bureau. Ben benieuwd 😉 Groet, Judith ;;neutraal;;;;;;;10
08-01-2019 14:07:22;facebook;https://facebook.com/2053995084647313/?comment_id=2054312631282225;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Deze collega drinkt niet 😋 ;;neutraal;;;;;;;10
08-01-2019 13:57:53;twitter;https://twitter.com/abppensioen/status/1082622417355399168/;abppensioen;;@olaf_boschman Hallo Olaf, het heeft even geduurd, maar ik heb antwoord op je vraag. :) Notities aan het VO zijn per definitie vertrouwelijk van aard. Deze zijn daarom niet openbaar. ^Judith ;;neutraal;;;;;;;35
08-01-2019 13:50:48;facebook;https://www.facebook.com/abppensioenfonds/inbox/2044998202213668/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Wilma, Bedankt voor je bericht. Wil je, als je dat niet eerder al gedaan hebt, je klantnummer en geboortedatum meesturen bij een persoonlijke vraag? Dan kunnen we sneller aan de slag voor je. ;;neutraal;;;;;;;0
08-01-2019 13:43:03;facebook;https://www.facebook.com/abppensioenfonds/inbox/1651226051590887/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkNvciBLcnVrIiwidmFyMyI6IjM0NDU3IiwidmFyNCI6IjE2NDUyMTY1IiwidXZhcjEiOiJGYWNlYm9vayIsInV2YXIyIjoiNDQzNzMiLCJ1dmFyMyI6InRfMTcyOTk3Mjk0MDM3OTQ1OSIsImRsYWJlbCI6ImFwZyIsImRsb2dvdXJsIjoiaHR0cHM6Ly9ob3Jpem9uLm9iaTR3YW4uY29tL2ltYWdlcy9hcGctbG9nby5wbmciLCJkYmFja3VybCI6IiIsImRyZWR1cmwiOiIiLCJkY29sb3IiOiIyNTU2YTEifQ== ;;neutraal;;;;;;;0
08-01-2019 13:02:08;facebook;https://www.facebook.com/abppensioenfonds/inbox/1436297806417047/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Mary, Bedankt voor je bericht. Wil je, als je dat niet eerder al gedaan hebt, je klantnummer en geboortedatum meesturen bij een persoonlijke vraag? Dan kunnen we sneller aan de slag voor je. ;;neutraal;;;;;;;0
08-01-2019 11:12:30;facebook;https://facebook.com/2046663528713802/?comment_id=2054136704633151;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs De bruto pensioenbedragen blijven gelijk. Hier verandert niets aan. Groet, Cindy ;;neutraal;;;;;;;10
08-01-2019 11:11:11;facebook;https://www.facebook.com/abppensioenfonds/inbox/2044998202213668/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Wilma, Leuke foto! Dit is alleen niet voldoende :( We hebben echt het formulier “Bewijs van in leven zijn” ingevuld nodig. Anders kunnen we je pensioen niet uitbetalen.  Wat moet je doen? 1. Print het formulier “Bewijs van in leven zijn”: 2. Vul zelf bij 1 Persoonsgegevens je gegevens in: 3. Bij 2 : Ga naar een rechter, notaris of ambtenaar van de burgerlijke stand: 4. Hij/zij moet het formulier ondertekenen: 5. Stuur het ingevulde formulier “Bewijs van in leven zijn” terug naar ABP: Wij betalen je pensioenuitkering pas nadat we het formulier hebben ontvangen. Stuur het formulier daarom zo snel mogelijk terug.  Laat je me weten of je nog vragen hebt? Ik help je graag!  Groet, Iris P.s. In case you like to write in English, just let me know :) ;;neutraal;;;;;;;0
08-01-2019 10:58:15;twitter;https://twitter.com/abppensioen/status/1082577213214605317/;abppensioen;;Direct message (fc220552): Hallo Frans,  Bedankt voor je bericht en toelichting 😊 Ik heb de MijnABP app er bij gepakt en ben tot dezelfde conclusie gekomen. Erg vreemd dat ie zich niet aanpast! Ik ben op onderzoek uit gegaan. Door een storing worden de bedragen van het nabestaandenpensioen (NP) niet herberekend. Het NP bedrag verandert zoals jij al aangaf niet.  Het is een bekend probleem. De afdeling werkt hard aan een oplossing. Maar op dit moment kunnen ze nog niet aangeven wanneer dit probleem wordt opgelost.  Nu zag ik dat we je op 2 januari een opgave hebben gestuurd. Hierin staan wel de juiste bedragen. Heb je deze al ontvangen? Zo niet, stuur ik m je graag per e-mail op!  Groet, Cindy ;;neutraal;;;;;;;0
08-01-2019 10:47:31;twitter;https://twitter.com/abppensioen/status/1082574513114673153/;abppensioen;;RT @futurnl: De feestdagen zijn voorbij.. bijna dan. Eerst nog even de #JAVHJ2019 verkiezingsavond op 17 januari. Dan zijn we er weer even klaar mee! Wie is jouw favoriete ondernemende jonge ambtenaar? Je hebt nog minder dan 1 week om te stemmen! Ga naar: https://t.co/VV3TecTLpa en vote now! https://t.co/KDHR7aUHmD ;;neutraal;;;;;;;1118
08-01-2019 10:41:38;facebook;https://facebook.com/2053995084647313/?comment_id=2054109094635912;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Getruda, net zoals op ieder openbaar forum gelden er bij ons ook gedragsregels. Deze staan op onze website. Mensen die zich er niet aan houden waarschuwen we. Voldoet een bericht niet aan deze regels, dan verbergen wij dergelijke berichten. Meer info kun je hier vinden https://www.abp.nl/contact/social-media.aspx Groet, Koen ;;neutraal;;;;;;;18
08-01-2019 10:39:47;facebook;https://facebook.com/2053995084647313/?comment_id=2054107177969437;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Getruda, net zoals op ieder openbaar forum gelden er bij ons ook gedragsregels. Deze staan op onze pagina. Mensen die zich er niet aan houden waarschuwen we. Voldoet een bericht niet aan deze regels, dan verbergen wij dergelijke berichten. Meer info kun je hier vinden https://www.abp.nl/contact/social-media.aspx Groet, Koen ;;neutraal;;;;;;;18
08-01-2019 10:15:49;facebook;https://facebook.com/2046690372044451/?comment_id=2054088531304635;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hallo Dennis, bedankt voor je geduld. :) We hebben geen specifiek beleid gericht op het uitbannen van dierenleed. Wel willen wij vanaf 2020 alleen nog beleggen in bedrijven die voorop lopen in verantwoord ondernemen. Het welzijn van dieren is hier onderdeel van. We gaan alle 4000 bedrijven waarin we aandelen of obligaties hebben opnieuw beoordelen. Met bedrijven waar wij misstanden zien gaan wij actief de dialoog aan. Om hen te bewegen naar duurzamere besluiten. Vriendelijke groet, Koen ;;neutraal;;;;;;;18
08-01-2019 09:24:54;facebook;https://www.facebook.com/abppensioenfonds/inbox/2046310262082462/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Jaap-Jan, Bedankt voor je bericht. Wil je, als je dat niet eerder al gedaan hebt, je klantnummer en geboortedatum meesturen bij een persoonlijke vraag? Dan kunnen we sneller aan de slag voor je. ;;neutraal;;;;;;;0
08-01-2019 09:24:17;facebook;https://www.facebook.com/abppensioenfonds/inbox/2053175371395951/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Gracita, Bedankt voor het doorsturen van je gegevens en je vragen. Ik zie dat je in 2001 gewerkt hebt bij UPC KabelTV & Telecom BV. Je pensioenopbouw is toen gestopt per 31-12-2001. In 2002 heb je je opgebouwde ABP pensioen overgedragen naar stichting pensioenfonds GAK Nederland. Dit betekent dat er dus geen pensioen meer staat bij ABP en je ook geen pensioen van ons gaat ontvangen. Voor meer informatie over je opgebouwde pensioen kun je terecht bij het pensioenfonds GAK. Daar kun je ook de persoonlijke wijzigingen doorgeven.  Ik hoop dat ik je zo voldoende geïnformeerd heb. Met vriendelijke groet, Cindy ;;neutraal;;;;;;;0
08-01-2019 09:18:38;facebook;https://www.facebook.com/abppensioenfonds/inbox/2046310262082462/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Top!  We hebben nog geen antwoord ontvangen. Als ik antwoord heb, laat ik je dit meteen weten.  Groet, Koen ;;neutraal;;;;;;;0
08-01-2019 08:56:38;facebook;https://www.facebook.com/abppensioenfonds/inbox/2032865103426978/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Heel graag gedaan ☺️  En ach :) Altijd leuk om te lezen zo n ochtendgroet! Jij ook nog een hele fijne dag ☺️ ;;positief;;;;;;;0
08-01-2019 08:51:36;facebook;https://www.facebook.com/abppensioenfonds/inbox/2052609718119183/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Heel graag gedaan 😊 ;;neutraal;;;;;;;0
08-01-2019 08:26:44;twitter;https://twitter.com/abppensioen/status/1082539082692157440/;abppensioen;;Een nieuw jaar, fris begin. Hoogste tijd dus, om je bureau eens goed op te ruimen! En laat het vandaag Ruim je bureau op -dag zijn. 😄 Wij gaan voor een clean desk. Moet ook wel, aangezien we met persoonlijke gegevens werken. Hoe zit dat bij jou op het werk? Show us your desk :) https://t.co/rdErIPLFN8 ;;neutraal;;;;;;;1256
08-01-2019 08:15:23;facebook;https://facebook.com/439703479409823_2053995084647313/;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Een nieuw jaar, een fris begin. Hoogste tijd dus, om je bureau eens goed op te ruimen! En laat het vandaag nu toevallig Ruim je bureau op -dag zijn. 😄 Wij gaan voor een clean desk. Moet ook wel, aangezien we met persoonlijke gegevens werken. Hoe zit dat bij jou op het werk? Show us your desk :) ;;neutraal;;;;;;;213
08-01-2019 02:40:16;facebook;https://www.facebook.com/abppensioenfonds/inbox/2032865103426978/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Leon, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
07-01-2019 21:15:51;facebook;https://www.facebook.com/abppensioenfonds/inbox/2044998202213668/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Wilma, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
07-01-2019 19:05:44;facebook;https://www.facebook.com/abppensioenfonds/inbox/2053175371395951/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Gracita, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
07-01-2019 18:03:15;facebook;https://www.facebook.com/abppensioenfonds/inbox/2046310262082462/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Jaap-Jan, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
07-01-2019 17:25:11;facebook;https://www.facebook.com/abppensioenfonds/inbox/1883918081655015/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): 👍 Fijne avond Paul. Ik ga hier ook afsluiten :) ;;neutraal;;;;;;;0
07-01-2019 17:24:59;facebook;https://www.facebook.com/abppensioenfonds/inbox/2046310262082462/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkphYXAtSmFuIFZhbiBEZW4gQnJpbmsiLCJ2YXIzIjoiMzQ0NTciLCJ2YXI0IjoiMTY0NTg2NjQiLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF8yMzkzNjEzNDY5NjIyMjIiLCJkbGFiZWwiOiJhcGciLCJkbG9nb3VybCI6Imh0dHBzOi8vaG9yaXpvbi5vYmk0d2FuLmNvbS9pbWFnZXMvYXBnLWxvZ28ucG5nIiwiZGJhY2t1cmwiOiIiLCJkcmVkdXJsIjoiIiwiZGNvbG9yIjoiMjU1NmExIn0= ;;neutraal;;;;;;;0
07-01-2019 17:24:07;facebook;https://www.facebook.com/abppensioenfonds/inbox/2042065342506954/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Helene, Fijn, als je mij je geboortedatum kan doorgeven :) We hebben geen e-mailadressen, maar ik help je graag verder! Je geeft aan dat je pensioenuitkeringen in november en december verschillen. Begrijp ik goed dat je dient door te geven of dit klopt en waarom er een verschil is? Ik hoor het graag! Prettige avond gewenst :) Groet, Iris ;;neutraal;;;;;;;0
07-01-2019 17:22:47;facebook;https://www.facebook.com/abppensioenfonds/inbox/2044998202213668/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Wilma, Inderdaad! Het formulier “Bewijs van in leven zijn” vul je in en laat je ondertekenen door een rechter, notaris of ambtenaar. Stuur daarna het formulier naar ons terug :).  Wij zorgen er dan voor dat je uitkering wordt uitbetaald. Wanneer je pensioenuitkering wordt overgemaakt, ligt aan wanneer we het formulier ontvangen. Dus hoe sneller we het formulier ontvangen, hoe sneller we je geld kunnen overmaken :) Hopelijk is mijn uitleg duidelijk. Zo niet, stel gerust je vragen!  Groet, Iris ;;neutraal;;;;;;;0
07-01-2019 17:17:03;facebook;https://www.facebook.com/abppensioenfonds/inbox/1508111202569040/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkpvcmdlIFZhbiBkZXIgSG9ldmVuIiwidmFyMyI6IjM0NDU0IiwidmFyNCI6IjE2NDU4MzAwIiwidXZhcjEiOiJGYWNlYm9vayIsInV2YXIyIjoiNDQzNzMiLCJ1dmFyMyI6InRfMTQ0MDgzNDgyMjcwMTY4OSIsImRsYWJlbCI6ImFwZyIsImRsb2dvdXJsIjoiaHR0cHM6Ly9ob3Jpem9uLm9iaTR3YW4uY29tL2ltYWdlcy9hcGctbG9nby5wbmciLCJkYmFja3VybCI6IiIsImRyZWR1cmwiOiIiLCJkY29sb3IiOiIyNTU2YTEifQ== ;;neutraal;;;;;;;0
07-01-2019 17:07:54;facebook;https://www.facebook.com/abppensioenfonds/inbox/1883918081655015/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Ahh... leuk om te horen Paul 😊 Ik doe mijn best en het maakt mijn werk ook leuk. Als ik nog iets voor je kan doen dan hoor ik het graag. Ik wens je een mooi pensioen toe! En we zien elkaar wel weer :) Groetjes, Cindy ;;positief;;;;;;;0
07-01-2019 17:05:48;facebook;https://www.facebook.com/abppensioenfonds/inbox/2052609718119183/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Dat is goed. Ik heb het correspondentie adres ook bij je moeder aangepast naar jouw adres.  Daar ga ik wel vanuit. :) Het proces kan nog enige tijd in beslag nemen. Ik hou het voor je in de gaten dat deze naar het juiste adres wordt verstuurd.  Mocht je in de tussentijd nog vragen hebben, dan hoor ik ze graag! Vriendelijke groet, Sanne ;;neutraal;;;;;;;0
07-01-2019 17:04:01;facebook;https://www.facebook.com/abppensioenfonds/inbox/2050479498332205/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Geen moeite hoor :) Jij ook nog een fijne dag gewenst! Groet, Koen ;;neutraal;;;;;;;0
07-01-2019 16:46:20;facebook;https://facebook.com/2048059158574239/?comment_id=2053005824746239;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Het afstoten van deze beleggingen is het tegenovergestelde van struisvogelpolitiek. Invloed uitoefenen van binnenuit hebben we voorop staan. Als aandeelhouder proberen we bedrijven waarin we beleggen te bewegen naar het maken van duurzame besluiten. Bij tabak en kernwapens heeft dit geen enkele zin. Deze producten zijn per definitie schadelijk voor mensen. En met onze invloed als aandeelhouder kunnen we daar niets aan veranderen. Onze kop in het zand steken voor de nadelen van deze producten, en gewoonweg doorgaan met investeren zou inderdaad struisvogelpolitiek zijn. Nu geven we het signaal af dat we geen pensioengeld meer in dit soort producten willen beleggen. Daarnaast is het ook een rationele beslissing. Op lange termijn verwachten wij een lager rendement op deze producten. Kernenergie, wapens en de vliegtuigindustrie zijn een ander verhaal. Als we deze langs onze meetlat van ons beleggingsbeleid leggen, zien wij hier wel nog kansen. Kansen om bedrijven aan te zetten tot duurzamere besluiten. Om producten ten goede van de samenleving te benutten. Ik snap dat het zo verwarrend wordt waar wij wel en niet in willen beleggen. En jazeker, dit is een grijs gebied. Daarvoor hebben wij regels opgesteld, waaronder een meetlat met criteria. Meer over deze meetlat, ons insluitingsbeleid , kun je lezen in ons verslag Duurzaam en Verantwoord Beleggen vanaf pagina 19. Dat wij (en ik hoop iedereen) tegen kinderarbeid zijn hoef ik niet verder aan te geven, toch? :) Groet, Koen ;;neutraal;;;;;;;45
